id,concept,count,in_graph
526,artificial neural network,7,True
515,antibacterial property,7,True
514,antibacterial activity,7,True
475,aluminium nitride,7,True
452,aluminium alloy microstructure,7,True
427,alloy design,7,True
42,AlNi,7,True
4073,zirconium addition,7,True
4046,x ray diffraction technique,7,True
4034,wrought alloy,7,True
403,aging effect,7,True
4020,wide angle x ray diffraction,7,True
4011,welding process,7,True
3999,weight loss,7,True
3973,water content,7,True
392,advanced high strength steel,7,True
3914,ultrafine grained microstructure,7,True
3872,tribological behavior,7,True
3864,transient liquid phase bonding,7,True
3862,transgranular fracture,7,True
3826,tio2 nanoparticle,7,True
3812,threshold stress,7,True
3776,thermo mechanically affected zone,7,True
376,activation volume,7,True
3735,thermal degradation,7,True
3682,tensile residual stress,7,True
3654,temperature dependence,7,True
3648,syntactic foam,7,True
3624,surface integrity,7,True
3600,superplastic ductility,7,True
3595,supercooled liquid region,7,True
3570,structural feature,7,True
357,abnormal grain growth,7,True
3568,structural evolution,7,True
3553,stress strain,7,True
3473,statistical analysis,7,True
3451,spinodal decomposition,7,True
3438,specific strength,7,True
3437,spatial distribution,7,True
3429,solvus temperature,7,True
3406,solidification process,7,True
34,AlLi,7,True
339,WCCo,7,True
3377,solid electrolyte,7,True
3359,small angle neutron scattering,7,True
3358,slow strain rate test,7,True
330,TiO3,7,True
3270,shape memory,7,True
3264,sessile drop method,7,True
3243,selective laser melting slm,7,True
3210,saturation magnetization,7,True
3178,rietveld refinement,7,True
3176,rhombohedral phase,7,True
3172,reverse transformation,7,True
3132,reduced graphene oxide,7,True
3123,recrystallization mechanism,7,True
311,Ti5Si3,7,True
3109,reaction mechanism,7,True
3095,rapid prototyping,7,True
3028,prior austenite grain,7,True
3019,precipitation strengthening,7,True
300,SrTiO3,7,True
2985,powder metallurgy route,7,True
2966,porous material,7,True
2950,pore distribution,7,True
295,SnO2,7,True
2945,polyvinyl alcohol,7,True
2928,polyethylene terephthalate,7,True
2895,plasma sprayed thermal barrier coating,7,True
2889,planetary ball mill,7,True
288,SiO,7,True
2866,physical vapor deposition,7,True
2845,phase transformation behavior,7,True
2828,phase equilibrium,7,True
2820,phase boundary,7,True
2813,percolation threshold,7,True
2809,pearlitic steel,7,True
2801,peak hardness,7,True
2799,peak efficiency,7,True
2792,particulate composite,7,True
2770,particle formation,7,True
2757,partial dislocation,7,True
2746,oxide scale,7,True
2741,oxide film,7,True
2736,oxidation rate,7,True
2688,nucleation mechanism,7,True
2648,nickel based alloy,7,True
2628,natural aging,7,True
260,PBS,7,True
2591,nano indentation,7,True
2587,multiwalled carbon nanotube,7,True
2570,mossbauer spectroscopy,7,True
257,P2O5,7,True
2564,morphological change,7,True
2503,microstructure analysis,7,True
2497,microstructural parameter,7,True
2413,metadynamic recrystallization,7,True
2362,mechanical analysis,7,True
2358,mean grain size,7,True
2357,mean free path,7,True
2317,material constant,7,True
2301,martensite volume fraction,7,True
2275,magnetic nanoparticle,7,True
2274,magnetic measurement,7,True
2268,magnesium matrix,7,True
2258,machine learning,7,True
2225,local mechanical property,7,True
2219,load transfer,7,True
2216,load bearing capacity,7,True
2175,lattice diffusion,7,True
2172,lath martensite,7,True
2148,laser beam welding,7,True
2094,ion beam,7,True
2080,internal friction,7,True
2057,interfacial reaction,7,True
2051,interfacial energy,7,True
1959,hyperbolic sine equation,7,True
1943,hydrogen induced cracking,7,True
19,Al3Zr,7,True
1855,high hardness,7,True
1846,high density polyethylene,7,True
1833,heterogeneous microstructure,7,True
1816,heat transfer,7,True
1782,growth rate,7,True
1755,grain rotation,7,True
1714,gold nanoparticle,7,True
1679,fused filament fabrication,7,True
1675,functional material,7,True
1654,freeze drying,7,True
1650,fracture surface observation,7,True
1639,fracture morphology,7,True
1636,fracture mechanic,7,True
1625,fourier transform,7,True
1609,flow softening,7,True
1604,flow curve,7,True
1598,flexural modulus,7,True
1577,fine grain size,7,True
1552,ferroelectric property,7,True
1538,fcc metal,7,True
151,H2S,7,True
1506,failure strain,7,True
150,H2O2,7,True
1499,face centered cubic,7,True
1495,extrusion ratio,7,True
1494,extrusion process,7,True
1493,extrusion direction,7,True
1475,eutectic structure,7,True
145,GaAs,7,True
1414,elongation to fracture,7,True
1411,elongated grain,7,True
1405,elemental powder,7,True
1395,electronic industry,7,True
1373,electron beam,7,True
1364,electromagnetic stirring,7,True
1357,electrode material,7,True
131,Fe3Al,7,True
1275,distilled water,7,True
1249,dislocation mobility,7,True
1225,dislocation annihilation,7,True
1223,dislocation accumulation,7,True
121,FC,7,True
1198,diffusion barrier,7,True
1153,deformed sample,7,True
113,CuCrZr,7,True
1102,cyclic hardening,7,True
1095,current density,7,True
1045,cross section,7,True
1026,creep rupture strength,7,True
979,crack bridging,6,True
969,corrosion current density,6,True
958,copper matrix composite,6,True
940,continuous recrystallization,6,True
912,compressive test,6,True
901,compressive deformation,6,True
900,compressive behavior,6,True
889,compression behavior,6,True
829,coarse grained material,6,True
824,cluster formation,6,True
823,closed cell foam,6,True
819,cleavage fracture,6,True
812,chemical vapour deposition,6,True
794,charge transfer,6,True
781,ceramic composite,6,True
778,cemented carbide,6,True
77,CNTs,6,True
701,calcium carbonate,6,True
693,bulk sample,6,True
688,bulk hardness,6,True
686,bulk amorphous alloy,6,True
662,boron carbide,6,True
648,bond coat,6,True
642,bisphenol a,6,True
626,bending property,6,True
616,basal slip system,6,True
601,bainitic steel,6,True
6,AgCu,6,True
594,back stress,6,True
569,austenite volume fraction,6,True
568,austenite transformation,6,True
556,austenite grain boundary,6,True
51,AlTiB,6,True
505,annealing effect,6,True
473,aluminium metal matrix composite,6,True
449,aluminium alloy matrix composite,6,True
439,alsi alloy,6,True
434,alloy system,6,True
421,alcu alloy,6,True
412,air plasma spraying,6,True
410,air cooling,6,True
4056,xrd analysis,6,True
4049,x ray microtomography,6,True
4043,x ray diffraction measurement,6,True
4039,x ray analysis,6,True
4018,whisker reinforcement,6,True
4014,wetting behavior,6,True
3996,weibull distribution,6,True
3946,vacuum hot pressing,6,True
3922,ultrasonic vibration,6,True
3915,ultrafine grained structure,6,True
3882,tungsten carbide,6,True
3869,transverse direction,6,True
3847,tool rotational speed,6,True
3843,titanium oxide,6,True
3814,tial alloy,6,True
381,additive manufacturing technology,6,True
3809,three dimensional atom probe,6,True
3784,thermodynamic modeling,6,True
3763,thermal shock resistance,6,True
3752,thermal insulation,6,True
3746,thermal fatigue,6,True
3703,ternary phase diagram,6,True
3700,tension compression asymmetry,6,True
37,AlMgSc,6,True
3678,tensile mechanical property,6,True
3675,tensile fracture,6,True
3668,tensile creep,6,True
3666,tensile behaviour,6,True
3657,temperature evolution,6,True
3655,temperature distribution,6,True
3633,surface property,6,True
3615,surface defect,6,True
3610,surface characteristic,6,True
3605,superplastic property,6,True
3586,subgrain structure,6,True
3585,subgrain size,6,True
3580,structure property relationship,6,True
355,ab initio calculation,6,True
3546,stress ratio,6,True
3545,stress level,6,True
3517,strain softening,6,True
3513,strain rate range,6,True
3508,strain localization,6,True
3503,strain induced martensitic transformation,6,True
3494,strain gradient,6,True
349,ZrC,6,True
3480,stir casting,6,True
348,ZrB2SiC,6,True
3450,spin coating,6,True
3439,specific surface area,6,True
3432,space group,6,True
3415,solute content,6,True
3407,solidification processing,6,True
3400,solidification behavior,6,True
3392,solid state diffusion,6,True
3379,solid liquid interface,6,True
3376,solder joint,6,True
3369,softening mechanism,6,True
334,VC,6,True
333,US,6,True
3325,silicon substrate,6,True
3310,sic nanoparticle,6,True
3305,short range order,6,True
33,AlFe,6,True
3274,shape memory material,6,True
3259,serrated flow,6,True
3244,selective laser sintering,6,True
324,TiNb,6,True
3236,selected area electron diffraction,6,True
3226,screw dislocation,6,True
3209,sapphire substrate,6,True
3204,rule of mixture,6,True
3203,rubber particle,6,True
3173,rheological behavior,6,True
3165,resolved shear stress,6,True
3138,reinforcement distribution,6,True
3118,reactive wetting,6,True
3110,reaction product,6,True
3108,reaction layer,6,True
3100,rare earth addition,6,True
3092,rapid cooling rate,6,True
3091,rapid cooling,6,True
3087,raman scattering,6,True
3075,quenching and tempering,6,True
307,Ti2Ni,6,True
3057,pure metal,6,True
3032,prismatic slip,6,True
3029,prior austenite grain boundary,6,True
3003,precipitate formation,6,True
3,Ag3Sn,6,True
2993,power dissipation,6,True
2977,potentiodynamic polarization,6,True
2969,portevin le chatelier effect,6,True
2947,polyvinylidene fluoride,6,True
2913,plastic zone,6,True
2912,plastic yielding,6,True
2909,plastic strain amplitude,6,True
2907,plastic property,6,True
2906,plastic instability,6,True
2901,plastic deformation mechanism,6,True
2897,plastic anisotropy,6,True
2893,plasma spray,6,True
2888,plane strain compression,6,True
2871,piezoelectric material,6,True
2869,piezoelectric coefficient,6,True
2825,phase content,6,True
2821,phase change,6,True
2806,peak temperature,6,True
280,SN,6,True
28,AlCoCrFeNi,6,True
2785,particle size effect,6,True
2772,particle growth,6,True
2771,particle fracture,6,True
2735,oxidation kinetic,6,True
2728,orthorhombic phase,6,True
2710,optical band gap,6,True
270,PVC,6,True
268,PSN,6,True
2679,normal grain growth,6,True
2662,nitrogen adsorption,6,True
2651,nickel content,6,True
2635,near titanium alloy,6,True
2631,nd:yag laser,6,True
2622,nanostructure formation,6,True
2590,nano hardness,6,True
2565,morphological evolution,6,True
2539,molar ratio,6,True
2510,microstructure effect,6,True
249,NiP,6,True
2471,microscopic observation,6,True
2467,micromechanical model,6,True
2463,microhardness test,6,True
2454,microalloying element,6,True
245,NiFe,6,True
2448,micro crack,6,True
2438,methylene blue,6,True
2434,metallurgical bonding,6,True
2429,metallic material,6,True
2426,metallic foam,6,True
2424,metal substrate,6,True
2414,metal alloy,6,True
2401,melt processing,6,True
2400,melt pool,6,True
2397,medical device,6,True
2396,medical application,6,True
2388,mechanical stress,6,True
2382,mechanical resistance,6,True
235,NbTi,6,True
2316,material characterization,6,True
2303,martensitic microstructure,6,True
230,Nb2O5,6,True
2298,martensite start temperature,6,True
2293,martensite morphology,6,True
2286,maraging steel,6,True
2269,magnesium matrix composite,6,True
2257,m6 carbide,6,True
2255,m23c6 carbide,6,True
2208,liquid nitrogen temperature,6,True
2186,layered material,6,True
2181,lattice structure,6,True
2177,lattice mismatch,6,True
2160,laser peening,6,True
2143,large strain,6,True
2122,isothermal treatment,6,True
212,MoS2,6,True
2113,isothermal compression,6,True
2111,isothermal aging,6,True
2082,internal strain,6,True
208,MnO,6,True
2052,interfacial interaction,6,True
2048,interfacial bonding strength,6,True
2043,interface microstructure,6,True
2039,intercritical annealing,6,True
2034,inkjet printing,6,True
2013,indentation load,6,True
2012,indentation hardness,6,True
1995,in situ formation,6,True
1978,impact loading,6,True
1965,icosahedral phase,6,True
1956,hydrothermal synthesis,6,True
1928,hot workability,6,True
1909,hopkinson pressure bar,6,True
1891,high temperature oxidation,6,True
1890,high temperature mechanical property,6,True
1820,heat treated condition,6,True
1806,heat capacity,6,True
18,Al3Ti,6,True
1799,hardness value,6,True
1795,hardness increase,6,True
1756,grain shape,6,True
1754,grain refiner,6,True
1745,grain growth kinetic,6,True
1740,grain formation,6,True
1737,grain boundary structure,6,True
1730,grain boundary pinning,6,True
1729,grain boundary mobility,6,True
1727,grain boundary migration,6,True
1725,grain boundary energy,6,True
172,K2TiF6,6,True
1707,glass forming ability,6,True
1690,gas turbine engine,6,True
1640,fracture path,6,True
1606,flow localization,6,True
1584,finite element,6,True
1576,fine grain,6,True
1575,film thickness,6,True
1549,ferritic stainless steel,6,True
153,HCF,6,True
1484,external magnetic field,6,True
1456,equal channel angular extrusion ecae,6,True
1446,epitaxial growth,6,True
1443,entropy alloy,6,True
1437,energy storage,6,True
143,FeTi,6,True
135,FeAl3,6,True
1347,electrochemical performance,6,True
1316,effective strain,6,True
1312,ebsd analysis,6,True
1302,dynamic loading,6,True
1298,dynamic behavior,6,True
1278,draw ratio,6,True
1237,dislocation dynamic,6,True
1221,discrete element method,6,True
1195,diffraction pattern,6,True
1174,deposition condition,6,True
1167,density functional theory calculation,6,True
1152,deformed microstructure,6,True
1121,defect structure,6,True
1117,decomposition temperature,6,True
1115,damage tolerance,6,True
1108,cyclic voltammetry,6,True
1107,cyclic stress strain curve,6,True
1055,crystal phase,6,True
1050,crystal formation,6,True
105,CrN,6,True
1025,creep rupture life,6,True
98,CoCrFeNiMn,5,True
955,copper content,5,True
93,CdS,5,True
929,constitutive relationship,5,True
928,constitutive modeling,5,True
924,constitutive behavior,5,True
906,compressive modulus,5,True
89,CaF2,5,True
88,CaCl2,5,True
870,commercial aluminium alloy,5,True
865,columnar grain structure,5,True
858,cold treatment,5,True
855,cold rolled steel,5,True
843,coefficient of friction,5,True
841,cobalt precipitation,5,True
836,coating property,5,True
833,coarsening rate,5,True
831,coarse particle,5,True
828,coarse grained heat affected zone,5,True
813,chromium addition,5,True
808,chemical structure,5,True
791,charge carrier,5,True
789,ceramic reinforcement,5,True
788,ceramic powder,5,True
786,ceramic particle,5,True
780,ceramic coating,5,True
779,cementite precipitation,5,True
738,carrier mobility,5,True
737,carbothermal reduction,5,True
722,carbon fibre reinforcement,5,True
72,CF,5,True
719,carbon fiber reinforcement,5,True
703,calcium silicate hydrate,5,True
681,build direction,5,True
679,brittle transition temperature,5,True
673,brittle failure,5,True
672,brittle ductile transition,5,True
669,brazed joint,5,True
667,boundary spacing,5,True
647,bombyx mori,5,True
641,biomedical titanium alloy,5,True
620,bauschinger effect,5,True
618,base material,5,True
613,basal plane texture,5,True
610,barrier property,5,True
609,barium titanate,5,True
606,band structure,5,True
598,bainite transformation,5,True
597,bainite formation,5,True
596,bacterial cellulose,5,True
593,back scattered diffraction,5,True
591,back pressure,5,True
552,austenite decomposition,5,True
540,atmospheric plasma spraying,5,True
529,as cast,5,True
524,artificial ageing,5,True
517,applied load,5,True
510,annealing twin,5,True
509,annealing treatment,5,True
506,annealing process,5,True
501,annealed alloy,5,True
5,AgCl,5,True
497,analytical modeling,5,True
474,aluminium microstructure,5,True
4076,zno nanoparticle,5,True
4070,zeta potential,5,True
4068,yttrium content,5,True
4067,yttrium aluminium garnet,5,True
4066,yttrium alloy,5,True
4062,young modulus,5,True
405,aging process,5,True
402,aging behavior,5,True
4019,white layer,5,True
4017,wetting property,5,True
401,ageing temperature,5,True
4006,weld zone,5,True
3984,wear characteristic,5,True
3974,water molecule,5,True
3972,water contact angle,5,True
3970,wastewater treatment,5,True
396,aerospace component,5,True
3945,vacuum brazing,5,True
3944,vacuum arc melting,5,True
394,advancing side,5,True
3936,unidirectional solidification,5,True
3931,uniaxial loading,5,True
3916,ultrafine grained titanium,5,True
3903,ultra high molecular weight polyethylene,5,True
39,AlMgSiCu,5,True
389,adsorption capacity,5,True
3888,twin density,5,True
3868,transport property,5,True
3857,toughness property,5,True
3854,total strain,5,True
3851,torsion test,5,True
3846,tool rotation speed,5,True
3840,titanium dioxide,5,True
384,adhesion strength,5,True
3839,titanium carbide,5,True
3835,titanium aluminide,5,True
3830,titanium 6al 4v,5,True
3820,tig welding,5,True
3810,three point bending,5,True
3798,thermomechanical property,5,True
3796,thermomechanical process,5,True
379,additive manufacturing process,5,True
3786,thermodynamic stability,5,True
3782,thermodynamic equilibrium,5,True
3778,thermodynamic analysis,5,True
3762,thermal shock,5,True
3760,thermal residual stress,5,True
3753,thermal management,5,True
3745,thermal exposure,5,True
3743,thermal expansion mismatch,5,True
3715,texture intensity,5,True
3702,ternary alloy,5,True
3693,tensile stress strain curve,5,True
3691,tensile strengthening,5,True
3673,tensile experiment,5,True
3658,temperature gradient,5,True
3649,t6 heat treatment,5,True
3640,surface topography,5,True
3634,surface quality,5,True
3631,surface plasmon resonance,5,True
362,absorption coefficient,5,True
3611,surface chemistry,5,True
3608,surface analysis,5,True
36,AlMg2Si,5,True
3593,supercapacitor application,5,True
3587,substrate temperature,5,True
3582,sub grain boundary,5,True
358,abrasive wear,5,True
3578,structural transition,5,True
3575,structural relaxation,5,True
3573,structural part,5,True
3572,structural parameter,5,True
3566,structural component,5,True
3547,stress redistribution,5,True
3544,stress intensity factor,5,True
3541,stress gradient,5,True
3525,strength to weight ratio,5,True
3521,strength improvement,5,True
3520,strength enhancement,5,True
3518,strain to failure,5,True
3512,strain rate jump test,5,True
350,ZrN,5,True
3475,steady state creep rate,5,True
3463,sputter deposition,5,True
3455,split hopkinson bar,5,True
3430,sorption behavior,5,True
3414,solute concentration,5,True
3409,solidification structure,5,True
3403,solidification microstructure,5,True
3390,solid state amorphization,5,True
3372,sol gel method,5,True
3370,softening resistance,5,True
3362,soaking time,5,True
3351,slip band,5,True
3342,sintering process,5,True
3335,single crystal superalloy,5,True
3333,single crystal nickel base superalloy,5,True
3327,silicone oil,5,True
3323,silicon oxide,5,True
3298,shear yielding,5,True
3288,shear lag model,5,True
3282,shear banding,5,True
3272,shape memory behavior,5,True
3269,shallow cryogenic treatment,5,True
3266,setting time,5,True
3262,sessile drop,5,True
3260,serrated grain boundary,5,True
3257,semi solid state,5,True
3254,self propagating reaction,5,True
3246,selective oxidation,5,True
3232,secondary dendrite arm spacing,5,True
3230,secondary carbide,5,True
3228,second phase,5,True
3221,scanning speed,5,True
3214,scan rate,5,True
3187,rolling strain,5,True
3186,rolling reduction,5,True
3181,rolled alloy,5,True
3170,retained austenite stability,5,True
3164,resistivity measurement,5,True
3158,residual stress state,5,True
3139,reinforcement particle,5,True
3134,refractive index,5,True
3128,recrystallized grain size,5,True
3125,recrystallization texture,5,True
3119,recovery stress,5,True
3111,reaction rate,5,True
310,Ti3SiC2,5,True
3093,rapid heating,5,True
3083,ram speed,5,True
3078,quenching temperature,5,True
3068,quasi static loading,5,True
3046,pull out,5,True
303,TaC,5,True
3025,pressure infiltration,5,True
3022,premature failure,5,True
302,Ta2O5,5,True
3018,precipitation sequence,5,True
3001,precipitate coarsening,5,True
2995,power factor,5,True
2984,powder metallurgy method,5,True
2971,positron annihilation,5,True
2962,porosity reduction,5,True
2944,polyurethane foam,5,True
2932,polymer chain,5,True
2922,polybutylene terephthalate,5,True
292,SnAg,5,True
2914,plateau stress,5,True
2880,pitting corrosion resistance,5,True
2878,pipeline steel,5,True
2873,piezoelectric response,5,True
2867,physicochemical characterization,5,True
2862,physical mechanism,5,True
2846,phase transformation kinetic,5,True
2822,phase change material,5,True
2815,perovskite phase,5,True
2812,penetration depth,5,True
2808,pearlite formation,5,True
2804,peak strength,5,True
2802,peak profile analysis,5,True
2795,passive film,5,True
2791,particle volume fraction,5,True
2777,particle pinning,5,True
277,SF,5,True
2767,particle diameter,5,True
2734,oxidation effect,5,True
2720,optoelectronic application,5,True
271,PbMg1,5,True
2709,optical absorption,5,True
2706,open circuit potential,5,True
2705,open cell foam,5,True
2684,nucleating agent,5,True
2678,normal direction,5,True
267,PS,5,True
2669,nitrogen gas,5,True
2650,nickel coating,5,True
2646,nickel base alloy,5,True
2645,nickel alloy,5,True
2643,neutron scattering,5,True
2634,near surface microstructure,5,True
2630,natural rubber,5,True
2624,nanostructured aluminium alloy,5,True
2623,nanostructured alloy,5,True
261,PC,5,True
2609,nanocrystalline structure,5,True
2606,nanocrystalline powder,5,True
2600,nanocrystalline copper,5,True
2588,nacl solution,5,True
2583,multicomponent alloy,5,True
2569,moscovium carbide,5,True
2568,morphotropic phase boundary,5,True
2560,monotonic loading,5,True
2558,monolithic material,5,True
2550,molten metal,5,True
2532,modified johnson cook model,5,True
2531,moderate temperature,5,True
2526,minimum creep rate,5,True
252,NiTi2,5,True
2519,microstructure property relationship,5,True
2502,microstructural variation,5,True
2492,microstructural homogeneity,5,True
2480,microstructural control,5,True
2455,microcrack formation,5,True
2451,micro structure,5,True
2445,mgzn alloy,5,True
244,NiCrAlY,5,True
2432,metallographic technique,5,True
2430,metallographic observation,5,True
2425,metallic alloy,5,True
2423,metal powder,5,True
2411,mesoscopic scale,5,True
241,Ni3Ti,5,True
2395,mechanochemical synthesis,5,True
2392,mechanical twin,5,True
2389,mechanical surface treatment,5,True
2380,mechanical property enhancement,5,True
237,Ni2Si,5,True
2356,maxwell model,5,True
2352,matrix strengthening,5,True
2345,matrix microstructure,5,True
2336,matrix cracking,5,True
2313,master alloy,5,True
2310,mass loss,5,True
2304,martensitic phase,5,True
23,Al6Mn,5,True
2292,martensite microstructure,5,True
229,NaOH,5,True
2265,magnesium based alloy,5,True
2262,magnesium addition,5,True
2261,macroscopic property,5,True
2251,low temperature annealing,5,True
2247,low strain rate,5,True
2228,local strain,5,True
221,NO,5,True
2207,liquid nitrogen,5,True
2179,lattice rotation,5,True
2176,lattice distortion,5,True
2174,lattice defect,5,True
2169,laser surface melting,5,True
2167,laser shock processing,5,True
216,NC,5,True
2150,laser deposition,5,True
2147,laser beam,5,True
2145,laser ablation,5,True
2142,large deformation,5,True
2125,joint strength,5,True
2121,isothermal solidification,5,True
2108,iron oxide nanoparticle,5,True
2103,iron based alloy,5,True
2091,interstitial site,5,True
2072,intermetallic alloy,5,True
207,MnB5,5,True
2069,interlaminar shear strength,5,True
2038,interatomic potential,5,True
203,MgZnY,5,True
2023,inert atmosphere,5,True
2002,in situ reaction,5,True
2000,in situ observation,5,True
1999,in situ neutron diffraction,5,True
1991,in situ,5,True
1958,hydroxyl group,5,True
1952,hydrostatic extrusion,5,True
1938,hydrogen content,5,True
1919,hot forging,5,True
1908,homologous temperature,5,True
1905,hollow sphere,5,True
1901,high velocity oxy fuel,5,True
1893,high temperature property,5,True
189,MgAlZn,5,True
1877,high strength low alloy steel,5,True
1867,high resolution transmission electron microscope,5,True
1866,high resolution tem,5,True
1848,high ductility,5,True
1847,high dislocation density,5,True
1794,hardness distribution,5,True
179,LiF,5,True
1784,guinier preston zone,5,True
1764,grain size refinement,5,True
1747,grain interior,5,True
1739,grain distribution,5,True
173,KBF4,5,True
1726,grain boundary engineering,5,True
1723,grain boundary cracking,5,True
1720,grain boundary character distribution,5,True
1705,glass fibre reinforcement,5,True
1703,glass ceramic,5,True
1670,ftir spectroscopy,5,True
1642,fracture process,5,True
1630,fracture analysis,5,True
1628,fractal dimension,5,True
1620,force microscopy,5,True
1614,fluid flow,5,True
1601,flexural test,5,True
16,Al3Ni,5,True
1592,finite element software,5,True
1581,fine particle,5,True
1562,fibre direction,5,True
1560,fibre composite,5,True
1557,fiber reinforced composite,5,True
1544,ferrite grain size,5,True
1537,fatigue testing,5,True
1526,fatigue lifetime,5,True
1503,failure behavior,5,True
1502,face centered cubic phase,5,True
1488,extruded az31 magnesium alloy,5,True
1486,external stress,5,True
1483,explosive welding,5,True
1465,equivalent strain,5,True
1457,equal channel angular pressed,5,True
1425,energy density,5,True
1422,energy absorption capacity,5,True
1393,electronic device,5,True
1391,electronic conductivity,5,True
1388,electron spectroscopy,5,True
1377,electron channeling contrast imaging,5,True
1368,electron back scattering diffraction,5,True
1365,electromechanical property,5,True
1355,electrochemical test,5,True
1344,electrochemical etching,5,True
1338,electrical resistivity measurement,5,True
1325,elastic strain energy,5,True
1309,dynamic strain ageing,5,True
1306,dynamic precipitation,5,True
1282,drug release,5,True
1281,drug delivery system,5,True
128,Fe2B,5,True
1276,domain structure,5,True
1265,dislocation wall,5,True
1261,dislocation strengthening,5,True
1250,dislocation model,5,True
1246,dislocation line,5,True
1233,dislocation core,5,True
1230,dislocation cell structure,5,True
1228,dislocation boundary,5,True
1211,dimensional stability,5,True
1205,diffusion mechanism,5,True
12,Al2Cu,5,True
1192,differential speed rolling,5,True
1188,dielectric spectroscopy,5,True
1184,dielectric measurement,5,True
1179,die cast alloy,5,True
1178,die angle,5,True
1176,deposition temperature,5,True
1169,density increase,5,True
1168,density gradient,5,True
1151,deformed grain,5,True
1135,deformation localization,5,True
1118,deep cryogenic treatment,5,True
1098,cyclic behavior,5,True
1087,cubic phase,5,True
1085,cube texture,5,True
1081,crystallographic slip,5,True
1077,crystallographic feature,5,True
1072,crystallization behavior,5,True
107,Cu3Sn,5,True
1057,crystal plasticity model,5,True
1042,critical temperature,5,True
1041,critical stress intensity factor,5,True
1037,critical grain size,5,True
1027,creep strain,5,True
1012,creep damage,5,True
992,crack length,4,True
982,crack development,4,True
980,crack coalescence,4,True
973,corrosion protection,4,True
970,corrosion performance,4,True
97,CoCrFeNi,4,True
960,copper oxide,4,True
956,copper film,4,True
953,copper coating,4,True
950,coordination number,4,True
948,cooling slope,4,True
943,conventional material,4,True
942,conventional alloy,4,True
941,contour method,4,True
926,constitutive law,4,True
923,conjugated polymer,4,True
922,configurational entropy,4,True
92,CaP,4,True
915,computational study,4,True
887,compound layer,4,True
882,composite powder,4,True
880,composite microstructure,4,True
879,composite mechanical property,4,True
875,compact tension specimen,4,True
873,commercially pure aluminium,4,True
872,commercial purity titanium,4,True
869,combustion synthesis,4,True
868,columnar to equiaxed transition,4,True
867,columnar structure,4,True
866,columnar microstructure,4,True
862,colony size,4,True
86,Ca2Mg6Zn3,4,True
854,cold rolled sheet,4,True
85,CSP,4,True
847,cohesive strength,4,True
83,CS,4,True
827,coarse grain size,4,True
815,chromium content,4,True
814,chromium carbide,4,True
809,chemical synthesis,4,True
804,chemical modification,4,True
798,charpy impact toughness,4,True
790,ceramic thermal barrier coating,4,True
787,ceramic phase,4,True
776,cement mortar,4,True
764,cellular automaton,4,True
762,cell viability,4,True
761,cell structure,4,True
758,cell proliferation,4,True
754,cavity formation,4,True
753,cavitation erosion,4,True
75,CN,4,True
749,catastrophic failure,4,True
744,casting defect,4,True
743,casting alloy,4,True
733,carbon source,4,True
727,carbon nanomaterial,4,True
721,carbon fibre composite,4,True
716,carbon diffusion,4,True
713,carbon carbon composite,4,True
711,carbon addition,4,True
71,CB,4,True
70,BiFeO3,4,True
7,AgCuTi,4,True
699,calcination temperature,4,True
69,Bi2Te3,4,True
685,bulk alloy,4,True
684,building material,4,True
682,build orientation,4,True
680,broadband dielectric spectroscopy,4,True
68,Bi2O3,4,True
670,brazing temperature,4,True
664,boron nitride,4,True
657,bone repair,4,True
656,bone regeneration,4,True
654,bonding temperature,4,True
651,bonding interface,4,True
635,binding energy,4,True
629,beta titanium alloy,4,True
625,bend test,4,True
624,bcc structure,4,True
611,basal fiber texture,4,True
608,banded structure,4,True
602,ball mill,4,True
590,b2 phase,4,True
577,average particle size,4,True
564,austenite reverted transformation,4,True
563,austenite reversion,4,True
560,austenite morphology,4,True
554,austenite fraction,4,True
546,atomic structure,4,True
544,atomic force microscope,4,True
539,asymmetric rolling,4,True
538,aspect ratio,4,True
53,AlTiC,4,True
527,artificial weathering,4,True
520,aqueous environment,4,True
519,applied voltage,4,True
518,applied pressure,4,True
508,annealing time,4,True
504,annealing condition,4,True
50,AlTi,4,True
490,amorphous material,4,True
476,aluminium plate,4,True
472,aluminium melt,4,True
469,aluminium magnesium alloy,4,True
468,aluminium lithium alloy,4,True
467,aluminium layer,4,True
460,aluminium content,4,True
456,aluminium based composite,4,True
450,aluminium alloy mechanical property,4,True
448,aluminium alloy matrix,4,True
447,aluminium alloy foam,4,True
440,alsi10mg alloy,4,True
438,alloying element distribution,4,True
432,alloy strength,4,True
431,alloy oxidation,4,True
429,alloy formation,4,True
424,alkaline solution,4,True
422,alcumg alloy,4,True
418,al2o3 powder,4,True
416,al2o3 particle,4,True
415,aisi d2 steel,4,True
413,aisi 304l stainless steel,4,True
4075,zk60 alloy,4,True
4072,zinc oxide,4,True
4071,zinc content,4,True
4065,yttrium addition,4,True
4044,x ray diffraction method,4,True
4037,wrought material,4,True
4036,wrought magnesium alloy,4,True
4035,wrought aluminium alloy,4,True
4033,woven fabric,4,True
4031,work of fracture,4,True
4025,wood cell wall,4,True
4022,williamson hall method,4,True
4009,welding condition,4,True
4002,weld joint,4,True
40,AlMn,4,True
3992,wear surface,4,True
3986,wear mechanism,4,True
3980,water vapour,4,True
3978,water uptake,4,True
3967,wall thickness,4,True
3965,volume fraction,4,True
